,Name,Applicants total,Admissions total,Enrolled total,Percent of freshmen submitting SAT scores,Percent of freshmen submitting ACT scores,SAT Critical Reading 25th percentile score,SAT Critical Reading 75th percentile score,SAT Math 25th percentile score,SAT Math 75th percentile score,SAT Writing 25th percentile score,SAT Writing 75th percentile score,ACT Composite 25th percentile score,ACT Composite 75th percentile score,State abbreviation,Geographic region,Level of institution,Control of institution,"Graduation rate - Bachelor degree within 6 years, total",Percent of undergraduate enrollment that are women,CITY,STABBR,ZIP,LONGITUD,LATITUDE
1292,Gonzaga University,6991.0,4650.0,1096.0,80.0,53.0,540.0,640.0,550.0,650.0,0.0,0.0,25.0,29.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,82.0,54.0,Spokane,WA,99258-0001,-117.400625,47.666531
1293,Heritage University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,15.0,77.0,Toppenish,WA,98948,-120.394972,46.3748
1294,Northwest University,465.0,452.0,218.0,26.0,78.0,480.0,600.0,470.0,570.0,480.0,570.0,19.0,28.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,43.0,59.0,Kirkland,WA,98083-0579,-122.19276299999999,47.657945
1295,Pacific Lutheran University,3443.0,2643.0,648.0,86.0,32.0,490.0,610.0,490.0,610.0,470.0,590.0,22.0,28.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,70.0,62.0,Tacoma,WA,98447-0003,-122.440421,47.14516
1296,University of Puget Sound,4588.0,3910.0,670.0,74.0,48.0,570.0,670.0,550.0,660.0,550.0,670.0,25.0,30.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,78.0,57.0,Tacoma,WA,98416,-122.478982,47.26308
1297,Saint Martin's University,653.0,572.0,159.0,88.0,27.0,470.0,580.0,480.0,600.0,460.0,570.0,19.0,25.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,48.0,51.0,Lacey,WA,98503-7500,-122.816354,47.041068
1298,Seattle Pacific University,5165.0,3726.0,767.0,84.0,41.0,520.0,630.0,510.0,610.0,500.0,620.0,23.0,28.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,69.0,66.0,Seattle,WA,98119-1997,-122.361667,47.650214
1299,Seattle University,7160.0,5243.0,976.0,81.0,39.0,520.0,640.0,530.0,630.0,520.0,630.0,24.0,29.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,77.0,58.0,Seattle,WA,98122-4340,-122.318851,47.608859
1300,Walla Walla University,1051.0,976.0,393.0,62.0,55.0,460.0,600.0,460.0,600.0,450.0,570.0,20.0,27.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,44.0,50.0,College Place,WA,99324-1198,-118.389555,46.048088
1301,Washington State University,14887.0,12219.0,4163.0,88.0,23.0,450.0,570.0,460.0,580.0,440.0,550.0,19.0,25.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Public,65.0,51.0,Pullman,WA,99164-5910,-117.15816799999999,46.730447999999996
1302,University of Washington-Seattle Campus,30199.0,16679.0,6253.0,86.0,31.0,520.0,650.0,580.0,710.0,530.0,640.0,25.0,30.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Public,82.0,52.0,Seattle,WA,98195-4550,-122.30514,47.65538
1303,Western Washington University,9526.0,7974.0,2795.0,90.0,26.0,490.0,620.0,500.0,600.0,0.0,0.0,22.0,28.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Public,69.0,55.0,Bellingham,WA,98225-9008,-122.48573400000001,48.737812
1304,Whitman College,2586.0,1473.0,392.0,67.0,32.0,610.0,730.0,610.0,693.0,608.0,700.0,28.0,32.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,88.0,57.0,Walla Walla,WA,99362,-118.331546,46.069815000000006
1305,Whitworth University,4044.0,2609.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,74.0,60.0,Spokane,WA,99251,-117.41671399999998,47.753358
1306,Alderson Broaddus University,4892.0,2114.0,438.0,42.0,58.0,420.0,520.0,450.0,530.0,400.0,490.0,19.0,24.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,45.0,48.0,Philippi,WV,26416-2035,-80.047728,39.158066999999996
1307,Bluefield State College,1125.0,480.0,306.0,16.0,72.0,410.0,500.0,420.0,430.0,370.0,510.0,17.0,21.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,18.0,62.0,Bluefield,WV,24701-2198,-81.239037,37.265732
1308,University of Charleston,1312.0,906.0,272.0,29.0,78.0,410.0,515.0,420.0,535.0,0.0,0.0,19.0,24.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,46.0,58.0,Charleston,WV,25304,-81.616244,38.333366999999996
1309,Concord University,2698.0,1233.0,529.0,28.0,78.0,430.0,530.0,420.0,520.0,410.0,520.0,18.0,24.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,36.0,57.0,Athens,WV,24712,-81.00669599999999,37.423722999999995
1310,Davis & Elkins College,1022.0,586.0,269.0,31.0,61.0,400.0,520.0,410.0,540.0,0.0,0.0,17.0,23.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,38.0,54.0,Elkins,WV,26241-3996,-79.84602199999999,38.931232
1311,Fairmont State University,2799.0,1861.0,757.0,15.0,85.0,410.0,520.0,420.0,520.0,0.0,0.0,18.0,23.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,34.0,55.0,Fairmont,WV,26554-2470,-80.162433,39.483079
1312,Glenville State College,1198.0,892.0,315.0,18.0,77.0,360.0,480.0,370.0,460.0,0.0,0.0,16.0,21.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,30.0,43.0,Glenville,WV,26351-1292,-80.834295,38.93547
1313,Marshall University,2866.0,2255.0,1858.0,18.0,92.0,450.0,550.0,430.0,540.0,430.0,540.0,20.0,24.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,45.0,56.0,Huntington,WV,25755,-82.42896400000001,38.422482
1314,Ohio Valley University,904.0,329.0,91.0,33.0,78.0,410.0,520.0,400.0,520.0,410.0,500.0,19.0,23.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,40.0,46.0,Vienna,WV,26105-8000,-81.537808,39.312447
1315,West Virginia University at Parkersburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,29.0,61.0,Parkersburg,WV,26104,-81.506192,39.216378999999996
1316,Shepherd University,2023.0,1639.0,756.0,57.0,56.0,460.0,560.0,450.0,540.0,0.0,0.0,19.0,24.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,38.0,57.0,Shepherdstown,WV,25443,-77.804101,39.433071000000005
1317,West Virginia State University,2202.0,986.0,418.0,9.0,83.0,405.0,495.0,370.0,480.0,370.0,470.0,18.0,22.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,17.0,55.0,Institute,WV,25112-1000,-81.765034,38.380541
1318,West Liberty University,2175.0,1549.0,501.0,10.0,90.0,400.0,510.0,430.0,530.0,380.0,500.0,18.0,24.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,41.0,60.0,West Liberty,WV,26074,-80.60225600000001,40.164417
1319,West Virginia University Institute of Technology,1033.0,530.0,199.0,23.0,80.0,430.0,530.0,470.0,550.0,0.0,0.0,18.0,24.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,20.0,38.0,Beckley,WV,25801,-81.184072,37.775923999999996
1320,West Virginia Wesleyan College,1762.0,1356.0,471.0,41.0,74.0,432.0,510.0,440.0,557.0,420.0,550.0,20.0,25.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,60.0,53.0,Buckhannon,WV,26201-2994,-80.218969,38.990660999999996
1321,West Virginia University,16521.0,14060.0,5135.0,60.0,58.0,460.0,560.0,470.0,580.0,0.0,0.0,21.0,26.0,West Virginia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,57.0,46.0,Morgantown,WV,26506,-79.954391,39.634371
1322,Alverno College,582.0,459.0,208.0,2.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,39.0,100.0,Milwaukee,WI,53234-3922,-87.965174,42.982842
1323,Beloit College,2253.0,1525.0,300.0,39.0,72.0,550.0,710.0,540.0,660.0,0.0,0.0,24.0,30.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,78.0,59.0,Beloit,WI,53511-5595,-89.029285,42.504022
1324,Cardinal Stritch University,577.0,486.0,202.0,8.0,89.0,420.0,550.0,450.0,580.0,0.0,0.0,20.0,24.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,55.0,65.0,Milwaukee,WI,53217-3985,-87.90904499999999,43.139752
1325,Carroll University,2868.0,2327.0,700.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,26.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,56.0,65.0,Waukesha,WI,53186,-88.228114,43.004527
1326,Carthage College,7174.0,5035.0,726.0,3.0,97.0,480.0,570.0,530.0,610.0,0.0,0.0,21.0,27.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,65.0,54.0,Kenosha,WI,53140-1994,-87.820924,42.622969
1327,Concordia University-Wisconsin,2510.0,1755.0,580.0,4.0,94.0,424.0,555.0,456.0,620.0,383.0,505.0,20.0,25.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,56.0,66.0,Mequon,WI,53097-2402,-87.91552,43.253387
1328,Edgewood College,1297.0,993.0,298.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,57.0,69.0,Madison,WI,53711-1997,-89.422884,43.057059
1329,Lawrence University,2710.0,1970.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,82.0,56.0,Appleton,WI,54911,-88.39782199999999,44.261323
1330,Maranatha Baptist University,417.0,298.0,210.0,13.0,89.0,455.0,585.0,420.0,540.0,445.0,565.0,20.0,26.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,46.0,54.0,Watertown,WI,53094,-88.737016,43.195013
1331,Marquette University,23432.0,13462.0,1990.0,16.0,90.0,520.0,630.0,550.0,650.0,520.0,630.0,25.0,29.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,78.0,52.0,Milwaukee,WI,53233,-87.927961,43.03903
1332,Milwaukee School of Engineering,2167.0,1482.0,544.0,6.0,87.0,540.0,640.0,590.0,680.0,0.0,0.0,25.0,30.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,56.0,23.0,Milwaukee,WI,53202-3109,-87.907691,43.045364
1333,Mount Mary University,478.0,258.0,115.0,7.0,97.0,468.0,575.0,473.0,585.0,370.0,545.0,17.0,23.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,41.0,98.0,Milwaukee,WI,53222-4597,-88.030732,43.072507
1334,Northland College,1058.0,625.0,140.0,16.0,91.0,485.0,630.0,485.0,610.0,0.0,0.0,21.0,27.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,58.0,52.0,Ashland,WI,54806-3999,-90.87476,46.579087
1335,Ripon College,1320.0,992.0,238.0,16.0,89.0,490.0,630.0,510.0,680.0,0.0,0.0,21.0,28.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,74.0,53.0,Ripon,WI,54971-0248,-88.842333,43.844134999999994
1336,Saint Norbert College,2088.0,1711.0,539.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,27.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,74.0,59.0,De Pere,WI,54115-2099,-88.067812,44.444829999999996
1337,Viterbo University,1711.0,1208.0,304.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,26.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,47.0,73.0,La Crosse,WI,54601-8804,-91.244297,43.803133
1338,University of Wisconsin-Whitewater,5704.0,4830.0,2168.0,1.0,98.0,470.0,580.0,470.0,600.0,470.0,540.0,20.0,24.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Public,55.0,51.0,Whitewater,WI,53190-1790,-88.742368,42.835563
1339,University of Wisconsin-Eau Claire,6610.0,5054.0,2073.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Public,67.0,59.0,Eau Claire,WI,54701,-91.501906,44.798284
1340,University of Wisconsin-Green Bay,2520.0,2136.0,921.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Public,46.0,65.0,Green Bay,WI,54311-7001,-87.919973,44.532298
1341,University of Wisconsin-La Crosse,6982.0,5027.0,1897.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Public,67.0,56.0,La Crosse,WI,54601-9959,-91.23186,43.81568
1342,Wisconsin Lutheran College,870.0,553.0,229.0,10.0,96.0,450.0,550.0,460.0,585.0,0.0,0.0,21.0,27.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,64.0,53.0,Milwaukee,WI,53226-4699,-88.02271800000001,43.036943
1343,University of Wisconsin-Oshkosh,5117.0,4162.0,1841.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Public,54.0,60.0,Oshkosh,WI,54901,-88.549369,44.026206
1344,University of Wisconsin-Parkside,1896.0,1431.0,712.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Public,31.0,52.0,Kenosha,WI,53144,-87.855231,42.647718
1345,University of Wisconsin-Stout,3150.0,2812.0,1498.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Public,54.0,47.0,Menomonie,WI,54751,-91.926653,44.873187
1346,University of Wisconsin-Superior,941.0,840.0,366.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Public,41.0,60.0,Superior,WI,54880-4500,-92.09100699999999,46.717628999999995
1347,University of Wisconsin-Madison,23324.0,15841.0,6279.0,22.0,85.0,530.0,650.0,630.0,750.0,580.0,670.0,26.0,30.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Public,83.0,51.0,Madison,WI,53706-1380,-89.404098,43.075409
1348,University of Wisconsin-Milwaukee,8944.0,7699.0,3492.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Public,41.0,51.0,Milwaukee,WI,53211,-87.880488,43.076848
1349,University of Wisconsin-Platteville,3399.0,3279.0,1754.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Public,54.0,35.0,Platteville,WI,53818-3099,-90.48621999999999,42.733451
1350,University of Wisconsin-River Falls,2602.0,2254.0,1119.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Public,51.0,60.0,River Falls,WI,54022-5001,-92.622641,44.8534
1351,University of Wisconsin-Stevens Point,4432.0,3672.0,1637.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Public,58.0,52.0,Stevens Point,WI,54481-3897,-89.570934,44.529582
1352,University of Wyoming,4181.0,4001.0,1584.0,16.0,89.0,480.0,610.0,500.0,630.0,0.0,0.0,22.0,27.0,Wyoming,Rocky Mountains CO ID MT UT WY,Four or more years,Public,54.0,53.0,Laramie,WY,82071,-105.57931,41.311772999999995
1353,Stanford University,38828.0,2208.0,1677.0,86.0,39.0,680.0,780.0,700.0,790.0,690.0,780.0,31.0,34.0,California,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,96.0,49.0,Stanford,CA,94305,-122.167359,37.429434
1354,Purdue University-Main Campus,31083.0,18779.0,6422.0,73.0,54.0,520.0,630.0,560.0,690.0,520.0,630.0,24.0,30.0,Indiana,Great Lakes IL IN MI OH WI,Four or more years,Public,70.0,42.0,West Lafayette,IN,47907-2040,-86.914435,40.428206
1355,City College-Fort Lauderdale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,0.0,72.0,Fort Lauderdale,FL,33309,-80.1705,26.187467
1356,Antioch University-Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,California,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,0.0,71.0,Culver City,CA,90230-7615,-118.38445800000001,33.988533000000004
1357,Antioch University-Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,California,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,0.0,63.0,Santa Barbara,CA,93101,-119.6958,34.419203
1358,Antioch University-New England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Hampshire,New England CT ME MA NH RI VT,Four or more years,Private not-for-profit,0.0,0.0,Keene,NH,03431,-72.293798,42.932344
1359,Antioch University-Seattle,42.0,33.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,0.0,73.0,Seattle,WA,98121-1814,-122.346318,47.615916
1360,Antioch University-Midwest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ohio,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,0.0,71.0,Yellow Springs,OH,45387,-83.908684,39.80321
1361,Mid-America Christian University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oklahoma,Southwest AZ NM OK TX,Four or more years,Private not-for-profit,28.0,62.0,Oklahoma City,OK,73170-9797,-97.57829699999999,35.347784999999995
1362,Brandman University,34.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,California,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,0.0,62.0,Irvine,CA,92618,-117.76901200000002,33.656401
1363,New College of Florida,1376.0,834.0,222.0,85.0,54.0,620.0,720.0,570.0,660.0,590.0,680.0,27.0,30.0,Florida,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,66.0,57.0,Sarasota,FL,34243-2109,-82.55858,27.384925
1364,Pennsylvania College of Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pennsylvania,Mid East DE DC MD NJ NY PA,Four or more years,Public,42.0,37.0,Williamsport,PA,17701-5799,-77.02366500000001,41.234145
1365,California State University-San Marcos,10208.0,6381.0,1783.0,96.0,34.0,430.0,530.0,430.0,540.0,0.0,0.0,18.0,23.0,California,Far West AK CA HI NV OR WA,Four or more years,Public,48.0,60.0,San Marcos,CA,92096-0001,-117.15901299999999,33.130569
1366,Hodges University,221.0,183.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,11.0,64.0,Fort Myers,FL,33966,-81.82141899999999,26.610865000000004
1367,University of Washington-Bothell Campus,2459.0,1861.0,573.0,88.0,23.0,430.0,560.0,460.0,590.0,420.0,530.0,19.0,23.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Public,68.0,50.0,Bothell,WA,98011-8246,-122.19129299999999,47.759772999999996
1368,University of Washington-Tacoma Campus,1198.0,1021.0,410.0,93.0,18.0,410.0,540.0,430.0,550.0,410.0,510.0,17.0,23.0,Washington,Far West AK CA HI NV OR WA,Four or more years,Public,49.0,53.0,Tacoma,WA,98402-3100,-122.43854099999999,47.244594
1369,Beacon College,139.0,90.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,83.0,31.0,Leesburg,FL,34748,-81.87415,28.811281
1370,Everglades University,67.0,61.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,62.0,51.0,Boca Raton,FL,33431,-80.108331,26.391218
1371,Soka University of America,422.0,183.0,112.0,91.0,28.0,500.0,640.0,580.0,700.0,540.0,630.0,25.0,29.0,California,Far West AK CA HI NV OR WA,Four or more years,Private not-for-profit,84.0,64.0,Aliso Viejo,CA,92656-8081,-117.735344,33.554546
1372,City College-Gainesville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,0.0,76.0,Gainesville,FL,32607,-82.417302,29.654852
1373,California State University-Monterey Bay,12562.0,5577.0,902.0,93.0,40.0,430.0,540.0,430.0,540.0,0.0,0.0,18.0,24.0,California,Far West AK CA HI NV OR WA,Four or more years,Public,38.0,62.0,Seaside,CA,93955-8001,-121.796178,36.652397
1374,Johnson & Wales University-North Miami,5029.0,3267.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,43.0,62.0,North Miami,FL,33181,-80.164797,25.894337
1375,Trine University-Regional/Non-Traditional Campuses,33.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indiana,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,0.0,69.0,Fort Wayne,IN,46825,-85.106453,41.172352000000004
1376,Ottawa University-Milwaukee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wisconsin,Great Lakes IL IN MI OH WI,Four or more years,Private not-for-profit,0.0,76.0,Brookfield,WI,53005,-88.115185,43.02963
1377,Western Governors University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,Rocky Mountains CO ID MT UT WY,Four or more years,Private not-for-profit,24.0,59.0,Salt Lake City,UT,84107,-111.869752,40.68481
1378,Florida Gulf Coast University,10804.0,7108.0,2761.0,83.0,67.0,470.0,550.0,470.0,550.0,460.0,540.0,20.0,24.0,Florida,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,44.0,56.0,Fort Myers,FL,33965-6565,-81.7726,26.463638
1379,City College-Miami,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,0.0,64.0,Miami,FL,33156,-80.316377,25.683673000000002
